Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,37.34,NA,6.54,25.94,31.76,66.70,31.67,1.33,NA,NA,NA,NA,NA,NA,NA,NA,91.52,0.74,268.72,NA,NA,22.22,993.62,-0.44
2020-01-02 00:00:00,32.99,NA,6.36,22.98,29.34,61.61,5.00,1.66,NA,NA,NA,NA,NA,NA,NA,NA,92.10,0.56,254.47,NA,NA,27.39,994.02,-0.46
2020-01-03 00:00:00,38.00,NA,9.26,21.04,30.29,63.62,6.74,1.98,NA,NA,NA,NA,NA,NA,NA,NA,89.31,0.62,197.40,NA,NA,36.06,994.74,-0.45
2020-01-04 00:00:00,38.35,NA,8.93,25.45,34.36,72.16,4.43,1.93,NA,NA,NA,NA,NA,NA,NA,NA,88.03,0.74,122.66,NA,NA,44.08,992.61,-0.44
2020-01-05 00:00:00,21.99,NA,3.93,14.03,17.96,37.72,3.59,1.87,NA,NA,NA,NA,NA,NA,NA,NA,84.94,0.80,163.25,NA,NA,42.83,993.35,-0.43
2020-01-06 00:00:00,21.86,NA,5.33,19.57,24.77,52.01,4.62,1.92,NA,NA,NA,NA,NA,NA,NA,NA,88.34,0.86,291.86,NA,NA,40.46,NA,-0.43
2020-01-07 00:00:00,52.35,NA,4.98,21.41,26.06,54.72,68.28,0.89,NA,NA,NA,NA,NA,NA,NA,NA,78.60,1.08,301.98,NA,NA,62.69,NA,-0.40
2020-01-08 00:00:00,62.55,NA,4.44,29.32,33.65,66.18,43.00,0.89,NA,NA,NA,NA,NA,NA,NA,NA,74.65,0.83,288.25,NA,NA,99.86,NA,-0.44
2020-01-09 00:00:00,58.24,NA,7.46,31.14,38.55,42.66,48.54,1.22,NA,NA,NA,NA,NA,NA,NA,NA,72.30,0.63,271.37,NA,NA,262.21,NA,-0.46
2020-01-10 00:00:00,66.26,NA,5.81,36.61,42.42,42.29,21.62,1.22,NA,NA,NA,NA,NA,NA,NA,NA,77.84,0.76,270.22,NA,NA,17.07,NA,-0.45
2020-01-11 00:00:00,65.03,NA,7.67,37.72,45.31,41.84,19.31,1.21,NA,NA,NA,NA,NA,NA,NA,NA,72.77,0.86,274.44,NA,NA,28.58,NA,-0.44
2020-01-12 00:00:00,78.16,NA,4.05,20.90,24.93,44.35,16.58,1.31,NA,NA,NA,NA,NA,NA,NA,NA,82.84,0.80,272.64,NA,NA,19.95,NA,-0.44
2020-01-13 00:00:00,98.12,NA,4.08,29.24,33.31,43.40,49.35,1.30,NA,NA,NA,NA,NA,NA,NA,NA,76.38,0.72,280.91,NA,NA,26.34,NA,-0.45
2020-01-14 00:00:00,89.85,NA,6.51,35.76,42.23,42.37,59.13,1.42,NA,NA,NA,NA,NA,NA,NA,NA,65.63,0.64,268.56,NA,NA,33.95,NA,-0.45
2020-01-15 00:00:00,84.55,NA,4.03,25.07,28.95,43.89,34.56,0.65,NA,NA,NA,NA,NA,NA,NA,NA,64.88,0.72,275.43,NA,NA,29.43,NA,-0.44
2020-01-16 00:00:00,81.34,NA,4.50,21.81,26.06,44.21,72.13,0.83,NA,NA,NA,NA,NA,NA,NA,NA,67.77,0.76,284.45,NA,NA,27.31,NA,-0.44
2020-01-17 00:00:00,58.97,NA,6.51,21.78,27.85,43.94,65.45,0.95,NA,NA,NA,NA,NA,NA,NA,NA,81.45,0.85,290.31,NA,NA,15.37,NA,-0.43
2020-01-18 00:00:00,50.13,NA,5.58,25.02,29.84,44.28,87.01,1.46,NA,NA,NA,NA,NA,NA,NA,NA,81.56,0.92,292.90,NA,NA,54.58,NA,-0.42
2020-01-19 00:00:00,62.39,NA,10.34,42.14,50.52,42.38,66.88,1.13,NA,NA,NA,NA,NA,NA,NA,NA,75.25,0.80,291.06,NA,NA,83.51,NA,-0.44
2020-01-20 00:00:00,67.21,NA,14.40,67.53,81.42,37.50,49.55,1.49,NA,NA,NA,NA,NA,NA,NA,NA,74.72,0.76,266.67,NA,NA,85.73,NA,-0.44
2020-01-21 00:00:00,82.49,NA,7.66,59.36,66.85,39.51,44.70,1.22,NA,NA,NA,NA,NA,NA,NA,NA,71.82,0.90,279.32,NA,NA,79.26,NA,-0.43
2020-01-22 00:00:00,77.07,NA,7.10,56.73,63.47,39.85,26.08,1.62,NA,NA,NA,NA,NA,NA,NA,NA,78.46,0.87,265.76,NA,NA,68.66,NA,-0.44
2020-01-23 00:00:00,92.17,NA,5.53,31.00,35.93,43.14,37.47,1.32,NA,NA,NA,NA,NA,NA,NA,NA,73.91,0.89,280.94,NA,NA,77.38,NA,-0.43
2020-01-24 00:00:00,97.13,NA,10.92,52.06,62.94,39.68,47.38,1.31,NA,NA,NA,NA,NA,NA,NA,NA,77.48,0.79,270.20,NA,NA,36.24,NA,-0.45
2020-01-25 00:00:00,82.81,NA,11.22,43.92,55.06,40.58,29.13,1.17,NA,NA,NA,NA,NA,NA,NA,NA,75.22,0.65,262.99,NA,NA,56.21,NA,-0.46
2020-01-26 00:00:00,60.72,NA,13.58,26.48,40.00,42.08,9.08,1.14,NA,NA,NA,NA,NA,NA,NA,NA,70.94,0.62,135.76,NA,NA,33.85,NA,-0.45
2020-01-27 00:00:00,65.92,NA,7.58,32.39,39.94,42.49,8.59,1.67,NA,NA,NA,NA,NA,NA,NA,NA,73.30,0.71,84.10,NA,NA,64.87,NA,-0.43
2020-01-28 00:00:00,79.41,NA,6.19,27.33,33.52,43.22,7.45,1.79,NA,NA,NA,NA,NA,NA,NA,NA,71.58,0.69,92.32,NA,NA,89.16,NA,-0.43
2020-01-29 00:00:00,71.97,NA,8.09,25.62,33.69,43.11,6.22,1.44,NA,NA,NA,NA,NA,NA,NA,NA,77.01,0.73,97.46,NA,NA,79.50,NA,-0.43
2020-01-30 00:00:00,64.43,NA,12.00,29.72,41.68,41.99,7.42,1.79,NA,NA,NA,NA,NA,NA,NA,NA,77.99,0.73,100.63,NA,NA,82.93,NA,-0.43
2020-01-31 00:00:00,62.44,NA,7.86,25.78,33.63,43.13,11.14,2.28,NA,NA,NA,NA,NA,NA,NA,NA,75.73,0.71,142.58,NA,NA,35.61,NA,-0.43
2020-02-01 00:00:00,70.92,NA,9.13,24.17,32.47,44.00,17.41,1.69,NA,NA,NA,NA,NA,NA,NA,NA,75.23,0.69,176.23,NA,NA,9.55,NA,-0.44
2020-02-02 00:00:00,50.88,NA,4.84,15.29,19.65,44.92,36.52,1.23,NA,NA,NA,NA,NA,NA,NA,NA,68.01,0.77,243.80,NA,NA,82.16,NA,-0.43
2020-02-03 00:00:00,65.45,NA,6.05,21.83,27.78,43.89,39.68,1.53,NA,NA,NA,NA,NA,NA,NA,NA,70.21,0.87,287.80,NA,NA,94.71,NA,-0.42
2020-02-04 00:00:00,70.52,NA,7.26,21.51,28.68,43.75,41.74,1.42,NA,NA,NA,NA,NA,NA,NA,NA,72.90,0.80,284.25,NA,NA,30.18,NA,-0.43
2020-02-05 00:00:00,77.92,NA,4.95,21.33,25.65,45.79,24.34,1.13,NA,NA,NA,NA,NA,NA,NA,NA,65.12,0.66,216.48,NA,NA,44.45,NA,-0.45
2020-02-06 00:00:00,63.89,NA,16.10,42.69,58.31,40.15,10.34,1.24,NA,NA,NA,NA,NA,NA,NA,NA,66.23,0.71,103.39,NA,NA,44.81,NA,-0.43
2020-02-07 00:00:00,52.38,NA,7.87,23.61,31.38,43.42,10.01,0.83,NA,NA,NA,NA,NA,NA,NA,NA,66.83,0.73,70.47,NA,NA,70.63,NA,-0.42
2020-02-08 00:00:00,26.84,NA,6.01,14.47,20.42,44.78,10.00,0.93,NA,NA,NA,NA,NA,NA,NA,NA,64.51,0.79,77.63,NA,NA,102.01,NA,-0.42
2020-02-09 00:00:00,26.27,NA,4.86,13.47,18.33,45.04,30.27,1.26,NA,NA,NA,NA,NA,NA,NA,NA,69.43,0.91,209.28,NA,NA,89.71,NA,-0.42
2020-02-10 00:00:00,42.79,NA,3.80,21.92,25.58,44.32,13.32,0.87,NA,NA,NA,NA,NA,NA,NA,NA,64.60,1.13,296.46,NA,NA,102.70,NA,-0.40
2020-02-11 00:00:00,25.62,NA,6.31,63.72,67.99,42.50,15.90,1.13,NA,NA,NA,NA,NA,NA,NA,NA,68.80,1.31,292.65,NA,NA,44.62,991.49,-0.38
2020-02-12 00:00:00,29.17,NA,8.80,51.98,59.66,40.85,15.74,1.22,NA,NA,NA,NA,NA,NA,NA,NA,71.29,1.38,283.74,NA,NA,45.30,987.61,-0.38
2020-02-13 00:00:00,77.88,NA,7.18,29.44,36.50,42.90,36.92,1.22,NA,NA,NA,NA,NA,NA,NA,NA,73.88,1.25,274.87,NA,NA,49.21,982.23,-0.40
2020-02-14 00:00:00,63.38,NA,4.78,27.23,31.97,43.49,41.24,1.59,NA,NA,NA,NA,NA,NA,NA,NA,67.85,0.70,250.39,NA,NA,52.55,950.11,-0.44
2020-02-15 00:00:00,61.41,NA,6.56,31.64,37.98,42.72,36.51,1.60,NA,NA,NA,NA,NA,NA,NA,NA,72.13,0.60,174.47,NA,NA,31.96,895.00,-0.45
2020-02-16 00:00:00,36.30,NA,5.08,18.00,23.07,44.47,33.46,1.14,NA,NA,NA,NA,NA,NA,NA,NA,61.62,0.66,245.06,NA,NA,58.12,934.39,-0.44
2020-02-17 00:00:00,46.78,NA,5.00,22.76,27.71,44.02,33.18,1.03,NA,NA,NA,NA,NA,NA,NA,NA,58.32,0.63,227.12,NA,NA,56.54,965.32,-0.44
2020-02-18 00:00:00,47.83,NA,7.91,28.37,36.27,42.90,17.04,1.48,NA,NA,NA,NA,NA,NA,NA,NA,62.18,0.60,204.23,NA,NA,55.83,929.17,-0.45
2020-02-19 00:00:00,46.71,NA,6.40,22.83,29.22,43.74,36.59,1.12,NA,NA,NA,NA,NA,NA,NA,NA,60.59,0.73,257.40,NA,NA,47.06,971.57,-0.43
2020-02-20 00:00:00,52.62,NA,3.73,17.65,21.35,44.77,64.99,1.09,NA,NA,NA,NA,NA,NA,NA,NA,58.10,0.85,288.65,NA,NA,56.30,986.66,-0.42
2020-02-21 00:00:00,48.99,NA,8.55,23.63,32.04,43.28,12.88,1.22,NA,NA,NA,NA,NA,NA,NA,NA,69.29,1.27,263.01,NA,NA,53.62,975.23,-0.40
2020-02-22 00:00:00,34.71,NA,3.27,11.83,15.08,45.53,15.94,1.81,NA,NA,NA,NA,NA,NA,NA,NA,73.39,1.44,287.07,NA,NA,42.18,994.00,-0.38
2020-02-23 00:00:00,35.40,NA,3.09,12.52,15.60,45.41,53.15,1.22,NA,NA,NA,NA,NA,NA,NA,NA,72.56,1.13,289.24,NA,NA,38.90,993.56,-0.40
2020-02-24 00:00:00,20.44,NA,3.56,17.70,21.19,44.80,27.20,1.95,NA,NA,NA,NA,NA,NA,NA,NA,77.12,0.67,285.16,NA,NA,38.55,973.63,-0.44
2020-02-25 00:00:00,37.41,NA,4.92,18.00,22.73,44.51,23.47,2.07,NA,NA,NA,NA,NA,NA,NA,NA,80.41,0.74,165.02,NA,NA,121.31,896.20,-0.43
2020-02-26 00:00:00,64.05,NA,4.03,17.07,21.07,44.78,13.99,0.81,NA,NA,NA,NA,NA,NA,NA,NA,74.32,0.67,219.94,NA,NA,332.89,NA,-0.44
2020-02-27 00:00:00,63.78,NA,3.59,14.16,17.71,45.14,18.43,1.36,NA,NA,NA,NA,NA,NA,NA,NA,70.04,0.87,280.40,NA,NA,326.39,NA,-0.43
2020-02-28 00:00:00,60.01,NA,4.66,19.81,24.18,44.52,47.75,2.09,NA,NA,NA,NA,NA,NA,NA,NA,69.96,0.86,274.26,NA,NA,309.60,NA,-0.42
2020-02-29 00:00:00,45.65,NA,7.17,25.89,32.57,43.37,40.87,1.35,NA,NA,NA,NA,NA,NA,NA,NA,71.74,0.79,277.27,NA,NA,310.08,NA,-0.43
2020-03-01 00:00:00,56.63,NA,4.92,14.23,18.38,45.08,28.84,0.77,NA,NA,NA,NA,NA,NA,NA,NA,63.95,0.74,200.28,NA,NA,344.89,NA,-0.43
2020-03-02 00:00:00,57.85,NA,4.21,24.33,28.34,44.01,51.97,1.27,NA,NA,NA,NA,NA,NA,NA,NA,64.94,0.71,231.51,NA,NA,301.73,NA,-0.43
2020-03-03 00:00:00,35.16,NA,6.01,28.48,34.32,43.16,47.10,1.18,NA,NA,NA,NA,NA,NA,NA,NA,66.60,0.71,190.06,NA,NA,314.30,NA,-0.44
2020-03-04 00:00:00,24.06,NA,5.50,21.27,26.70,44.04,12.05,1.68,NA,NA,NA,NA,NA,NA,NA,NA,74.23,0.76,152.80,NA,NA,320.53,NA,-0.43
2020-03-05 00:00:00,23.07,NA,6.35,16.67,22.73,45.26,4.76,1.26,NA,NA,NA,NA,NA,NA,NA,NA,72.34,0.84,47.79,NA,NA,325.15,NA,-0.41
2020-03-06 00:00:00,39.96,NA,4.47,12.42,16.60,45.39,2.03,1.02,NA,NA,NA,NA,NA,NA,NA,NA,72.73,0.87,46.55,NA,NA,304.75,NA,-0.41
2020-03-07 00:00:00,54.85,NA,7.58,11.89,17.64,45.34,1.79,1.10,NA,NA,NA,NA,NA,NA,NA,NA,71.01,0.87,31.21,NA,NA,291.72,NA,-0.40
2020-03-08 00:00:00,44.35,NA,6.27,12.78,17.57,45.40,13.08,1.43,NA,NA,NA,NA,NA,NA,NA,NA,68.30,0.80,125.11,NA,NA,174.17,NA,-0.42
2020-03-09 00:00:00,47.53,NA,6.92,16.11,22.87,44.42,6.62,1.13,NA,NA,NA,NA,NA,NA,NA,NA,70.22,0.76,156.06,NA,NA,55.56,NA,-0.43
2020-03-10 00:00:00,55.03,NA,6.37,14.53,20.88,44.65,6.28,0.93,NA,NA,NA,NA,NA,NA,NA,NA,66.75,0.78,174.78,NA,NA,274.04,NA,-0.42
2020-03-11 00:00:00,20.77,NA,5.84,13.61,19.27,44.82,14.10,1.35,NA,NA,NA,NA,NA,NA,NA,NA,66.59,0.83,57.60,NA,NA,341.27,NA,-0.42
2020-03-12 00:00:00,35.24,NA,5.68,16.21,21.88,44.59,5.67,1.29,NA,NA,NA,NA,NA,NA,NA,NA,67.44,0.76,49.17,NA,NA,340.36,NA,-0.42
2020-03-13 00:00:00,42.50,NA,6.29,15.04,21.28,44.61,7.13,1.45,NA,NA,NA,NA,NA,NA,NA,NA,72.53,0.67,122.97,NA,NA,359.26,NA,-0.44
2020-03-14 00:00:00,54.44,NA,6.38,19.24,25.52,44.14,38.69,1.09,NA,NA,NA,NA,NA,NA,NA,NA,71.47,0.64,207.53,NA,NA,207.61,993.60,-0.44
2020-03-15 00:00:00,53.96,NA,5.65,18.13,23.78,44.37,53.43,0.57,NA,NA,NA,NA,NA,NA,NA,NA,67.08,0.73,283.74,NA,NA,149.61,963.54,-0.44
2020-03-16 00:00:00,49.12,NA,5.02,15.23,20.15,45.01,58.86,1.19,NA,NA,NA,NA,NA,NA,NA,NA,68.35,0.83,305.73,NA,NA,361.81,993.89,-0.43
2020-03-17 00:00:00,63.32,NA,4.61,14.45,18.89,46.16,6.79,1.28,NA,NA,NA,NA,NA,NA,NA,NA,73.60,0.75,184.07,NA,NA,322.10,987.53,-0.43
2020-03-18 00:00:00,55.39,NA,6.66,15.14,21.75,44.57,4.37,1.17,NA,NA,NA,NA,NA,NA,NA,NA,77.21,0.67,164.54,NA,NA,260.79,879.95,-0.44
2020-03-19 00:00:00,45.32,NA,5.79,19.28,24.87,45.02,5.25,1.55,NA,NA,NA,NA,NA,NA,NA,NA,69.02,0.69,67.46,NA,NA,362.20,864.97,-0.43
2020-03-20 00:00:00,43.11,NA,4.49,14.98,19.47,44.92,5.72,1.82,NA,NA,NA,NA,NA,NA,NA,NA,75.84,0.82,112.67,NA,NA,290.81,814.93,-0.42
2020-03-21 00:00:00,40.86,NA,4.62,12.33,16.92,45.20,4.87,2.12,NA,NA,NA,NA,NA,NA,NA,NA,72.28,0.88,61.47,NA,NA,255.97,804.54,-0.40
2020-03-22 00:00:00,58.31,NA,3.59,7.25,10.79,45.99,3.17,1.75,NA,NA,NA,NA,NA,NA,NA,NA,68.52,0.93,98.82,NA,NA,357.77,804.56,-0.40
2020-03-23 00:00:00,33.99,NA,3.74,11.01,14.70,45.51,4.75,1.49,NA,NA,NA,NA,NA,NA,NA,NA,65.87,0.79,101.41,NA,NA,353.59,803.36,-0.42
2020-03-24 00:00:00,37.79,NA,4.25,7.89,11.49,47.50,3.60,0.54,NA,NA,NA,NA,NA,NA,NA,NA,70.25,0.73,161.00,NA,NA,368.68,801.98,-0.43
2020-03-25 00:00:00,31.40,NA,3.18,3.00,5.75,46.59,4.30,1.24,NA,NA,NA,NA,NA,NA,NA,NA,70.27,0.73,156.43,NA,NA,358.61,NA,-0.43
2020-03-26 00:00:00,42.98,NA,3.79,5.73,7.86,46.26,9.37,0.88,NA,NA,NA,NA,NA,NA,NA,NA,71.04,0.68,216.11,NA,NA,319.88,NA,-0.44
2020-03-27 00:00:00,38.27,NA,3.27,1.75,4.71,46.65,4.03,0.74,NA,NA,NA,NA,NA,NA,NA,NA,63.94,0.65,142.37,NA,NA,366.82,NA,-0.44
2020-03-28 00:00:00,45.81,NA,3.10,2.55,5.61,46.56,1.89,0.64,NA,NA,NA,NA,NA,NA,NA,NA,68.87,0.67,181.57,NA,NA,363.06,NA,-0.44
2020-03-29 00:00:00,36.43,NA,9.32,15.43,22.50,45.62,3.03,0.66,NA,NA,NA,NA,NA,NA,NA,NA,68.18,0.79,121.81,NA,NA,367.20,NA,-0.43
2020-03-30 00:00:00,40.85,NA,4.65,18.14,22.21,44.62,3.92,0.70,NA,NA,NA,NA,NA,NA,NA,NA,69.64,0.66,117.86,NA,NA,361.44,NA,-0.44
2020-03-31 00:00:00,45.81,NA,3.99,20.45,23.53,44.53,4.08,0.54,NA,NA,NA,NA,NA,NA,NA,NA,69.16,0.61,175.78,NA,NA,292.59,NA,-0.45
2020-04-01 00:00:00,53.28,NA,4.46,24.42,28.49,43.97,2.74,0.79,NA,NA,NA,NA,NA,NA,NA,NA,70.27,0.69,107.53,NA,NA,217.80,NA,-0.44
2020-04-02 00:00:00,51.31,NA,4.91,15.06,19.36,45.38,2.55,0.77,NA,NA,NA,NA,NA,NA,NA,NA,71.59,0.83,65.75,NA,NA,218.19,NA,-0.41
2020-04-03 00:00:00,37.18,NA,4.17,14.37,18.34,45.13,2.79,0.78,NA,NA,NA,NA,NA,NA,NA,NA,74.51,0.97,81.13,NA,NA,182.43,NA,-0.41
2020-04-04 00:00:00,27.57,NA,5.50,15.08,19.91,45.06,3.07,0.75,NA,NA,NA,NA,NA,NA,NA,NA,67.22,0.85,182.64,NA,NA,223.70,NA,-0.42
2020-04-05 00:00:00,31.35,NA,5.46,12.40,17.22,45.15,5.00,0.61,NA,NA,NA,NA,NA,NA,NA,NA,73.80,0.85,39.31,NA,NA,253.97,NA,-0.41
2020-04-06 00:00:00,21.99,NA,10.56,14.06,22.06,45.19,2.59,0.93,NA,NA,NA,NA,NA,NA,NA,NA,72.60,0.92,67.37,NA,NA,265.78,NA,-0.40
2020-04-07 00:00:00,21.72,NA,4.97,12.15,16.20,45.36,3.15,0.84,NA,NA,NA,NA,NA,NA,NA,NA,70.42,0.97,64.44,NA,NA,163.07,NA,-0.40
2020-04-08 00:00:00,28.26,NA,5.02,11.06,15.50,45.40,2.42,0.72,NA,NA,NA,NA,NA,NA,NA,NA,72.03,1.11,57.83,NA,NA,158.39,NA,-0.39
2020-04-09 00:00:00,23.56,NA,6.07,15.49,20.76,48.70,2.69,0.79,NA,NA,NA,NA,NA,NA,NA,NA,79.63,1.07,98.74,NA,NA,170.21,NA,-0.40
2020-04-10 00:00:00,24.19,NA,7.49,16.24,23.19,47.39,2.71,0.59,NA,NA,NA,NA,NA,NA,NA,NA,77.27,0.82,163.82,NA,NA,219.50,NA,-0.43
2020-04-11 00:00:00,25.32,NA,10.95,16.12,26.91,43.74,2.90,0.62,NA,NA,NA,NA,NA,NA,NA,NA,69.78,0.75,172.55,NA,NA,215.81,NA,-0.44
2020-04-12 00:00:00,28.53,NA,6.06,16.42,22.31,44.54,2.92,0.98,NA,NA,NA,NA,NA,NA,NA,NA,71.85,0.78,120.34,NA,NA,205.95,NA,-0.43
2020-04-13 00:00:00,30.27,NA,5.14,18.28,23.41,44.49,3.37,0.93,NA,NA,NA,NA,NA,NA,NA,NA,72.02,0.78,71.69,NA,NA,188.56,NA,-0.43
2020-04-14 00:00:00,28.75,NA,3.87,11.99,15.70,45.51,3.26,0.76,NA,NA,NA,NA,NA,NA,NA,NA,72.33,0.83,140.23,NA,NA,221.97,NA,-0.43
2020-04-15 00:00:00,20.95,NA,6.01,9.93,16.09,50.55,3.01,0.63,NA,NA,NA,NA,NA,NA,NA,NA,71.39,0.75,96.13,NA,NA,159.13,NA,-0.43
2020-04-16 00:00:00,19.76,NA,6.55,10.91,17.55,53.23,3.23,0.67,NA,NA,NA,NA,NA,NA,NA,NA,76.71,0.98,69.42,NA,NA,202.70,NA,-0.41
2020-04-17 00:00:00,10.38,NA,6.76,11.19,17.95,51.92,4.69,0.68,NA,NA,NA,NA,NA,NA,NA,NA,74.10,1.12,54.96,NA,NA,244.53,NA,-0.39
2020-04-18 00:00:00,14.35,NA,7.39,12.26,19.72,62.30,3.23,0.77,NA,NA,NA,NA,NA,NA,NA,NA,73.72,1.29,44.45,NA,NA,338.23,NA,-0.37
2020-04-19 00:00:00,13.78,NA,8.16,13.69,21.95,53.66,2.44,0.73,NA,NA,NA,NA,NA,NA,NA,NA,69.98,1.06,60.45,NA,NA,279.31,NA,-0.40
2020-04-20 00:00:00,16.61,NA,4.76,7.99,12.80,36.26,2.91,0.55,NA,NA,NA,NA,NA,NA,NA,NA,71.31,0.86,95.99,NA,NA,203.16,NA,-0.42
2020-04-21 00:00:00,22.93,NA,4.31,7.76,12.42,47.59,2.91,0.83,NA,NA,NA,NA,NA,NA,NA,NA,66.20,1.04,72.46,NA,NA,192.58,NA,-0.40
2020-04-22 00:00:00,23.06,NA,6.73,16.89,23.04,47.17,2.57,0.56,NA,NA,NA,NA,NA,NA,NA,NA,67.92,1.15,53.53,NA,NA,120.84,NA,-0.38
2020-04-23 00:00:00,12.32,NA,8.90,23.88,30.38,44.09,2.92,0.54,NA,NA,NA,NA,NA,NA,NA,NA,74.41,1.33,51.61,NA,NA,188.85,NA,-0.37
2020-04-24 00:00:00,14.04,NA,6.02,25.91,30.59,43.68,2.65,0.83,NA,NA,NA,NA,NA,NA,NA,NA,73.42,1.38,64.54,NA,NA,186.78,NA,-0.36
2020-04-25 00:00:00,20.14,NA,8.24,27.12,30.00,45.96,1.78,0.89,NA,NA,NA,NA,NA,NA,NA,NA,70.49,1.48,63.71,NA,NA,192.38,NA,-0.36
2020-04-26 00:00:00,19.33,NA,7.21,12.14,17.13,45.37,1.57,1.17,NA,NA,NA,NA,NA,NA,NA,NA,85.94,0.96,94.63,NA,NA,246.22,NA,-0.41
2020-04-27 00:00:00,16.83,NA,6.83,14.68,20.37,44.88,2.51,1.24,NA,NA,NA,NA,NA,NA,NA,NA,85.14,1.04,65.13,NA,NA,124.50,NA,-0.41
2020-04-28 00:00:00,8.29,NA,6.67,12.54,18.71,45.09,2.58,1.11,NA,NA,NA,NA,NA,NA,NA,NA,76.11,0.99,65.56,NA,NA,280.17,NA,-0.41
2020-04-29 00:00:00,17.41,NA,5.86,15.62,20.12,44.93,2.30,0.91,NA,NA,NA,NA,NA,NA,NA,NA,66.24,0.69,155.63,NA,NA,196.19,NA,-0.44
